T_Feed_C,P_Feed_atm,z_Feed,N_Stages,N_Feed,Reflux_ratio,B_fraction,B_kmolh,D_kmolh,F_Feed_kmolh,P_col_atm,xD,xB,QC_kW,QR_kW,converged,error
75.36999070109341,2.6123560533294627,0.3153480889944682,28.0,15.0,5.062424148784016,0.2348040462327375,23.480404623273756,76.51959537672624,100.0,2.6123560533294627,,,,,False,'numpy.float64' object cannot be interpreted as an integer
69.74975598263727,1.2633984752624996,0.3891399895422135,17.0,11.0,2.919755731451601,0.5312865245888196,53.128652458881966,46.871347541118034,100.0,1.2633984752624996,,,,,False,'numpy.float64' object cannot be interpreted as an integer
114.66594727405726,1.82767800797736,0.4988852308648828,34.0,27.0,4.213426384387837,0.2430066306692896,24.30066306692897,75.69933693307104,100.0,1.82767800797736,,,,,False,'numpy.float64' object cannot be interpreted as an integer
76.38873240599204,1.1327604045363846,0.4281783956502547,32.0,12.0,3.8927854316582393,0.3985296376820982,39.85296376820983,60.147036231790175,100.0,1.1327604045363846,,,,,False,'numpy.float64' object cannot be interpreted as an integer
86.43311491738676,2.4728945928948125,0.3700248259014567,30.0,15.0,4.428488018198994,0.3922847398195063,39.22847398195063,60.77152601804937,100.0,2.4728945928948125,,,,,False,'numpy.float64' object cannot be interpreted as an integer
103.83977994439756,2.1839284728365915,0.2841272795722664,13.0,9.0,3.4870809788697037,0.5289411634601082,52.89411634601082,47.10588365398918,100.0,2.1839284728365915,,,,,False,'numpy.float64' object cannot be interpreted as an integer
97.00548566108202,1.6114566538657922,0.5531258785117783,28.0,13.0,3.758664724617909,0.7087064950545483,70.87064950545484,29.129350494545164,100.0,1.6114566538657922,,,,,False,'numpy.float64' object cannot be interpreted as an integer
98.5789956919017,2.149931695629548,0.2789285076961337,25.0,17.0,2.347144304094432,0.2293128506436731,22.93128506436732,77.06871493563268,100.0,2.149931695629548,,,,,False,'numpy.float64' object cannot be interpreted as an integer
82.80583737762174,2.565391327011045,0.395740892451129,27.0,13.0,5.397640270168829,0.4548253363727691,45.48253363727691,54.51746636272309,100.0,2.565391327011045,,,,,False,'numpy.float64' object cannot be interpreted as an integer
92.59096018555864,1.0291636468365644,0.6973367566211036,35.0,21.0,2.10262604649205,0.7469020107352351,74.69020107352351,25.30979892647649,100.0,1.0291636468365644,,,,,False,'numpy.float64' object cannot be interpreted as an integer
115.67189675991628,1.7464425026648651,0.4243524817690801,31.0,16.0,4.933398535596146,0.6278198465715408,62.78198465715408,37.21801534284592,100.0,1.7464425026648651,,,,,False,'numpy.float64' object cannot be interpreted as an integer
118.94779438046297,1.8814403162833973,0.2674072981030259,35.0,17.0,5.948398524934062,0.3373256330709736,33.732563307097365,66.26743669290263,100.0,1.8814403162833973,,,,,False,'numpy.float64' object cannot be interpreted as an integer
64.89658855366483,2.5063469385740795,0.3063300741855053,26.0,7.0,1.83603501470805,0.469431319675258,46.9431319675258,53.0568680324742,100.0,2.5063469385740795,,,,,False,'numpy.float64' object cannot be interpreted as an integer
91.41176172914022,2.3356868071262022,0.2831665887617665,27.0,6.0,4.302885431007157,0.653768519674162,65.3768519674162,34.6231480325838,100.0,2.3356868071262022,,,,,False,'numpy.float64' object cannot be interpreted as an integer
81.18963449600456,2.674986000170072,0.3338953870855213,32.0,21.0,4.696524913926096,0.3993826146867746,39.93826146867747,60.06173853132253,100.0,2.674986000170072,,,,,False,'numpy.float64' object cannot be interpreted as an integer
111.1305817160107,1.8077833962462773,0.3596869759217644,28.0,15.0,1.9496485215392647,0.2506072228687871,25.06072228687871,74.93927771312129,100.0,1.8077833962462773,,,,,False,'numpy.float64' object cannot be interpreted as an integer
102.5209570544987,2.953766476066196,0.4373957567580845,20.0,5.0,4.961115088867615,0.2078559988767794,20.785599887677947,79.21440011232205,100.0,2.953766476066196,,,,,False,'numpy.float64' object cannot be interpreted as an integer
